"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1999,3,10,19,"Savage Garden","The Animal Song","Rock",116,279
1999,7,30,19,"Juvenile","Back That Thang Up","Rap",95,262
1999,6,19,19,"Madonna","Beautiful Stranger","Rock",122,233
1999,7,20,20,"Fastball","Out Of My Head","Rock",78,152
1999,5,20,21,"Britney Spears","Sometimes","Rock",96,235
1999,1,22,21,"Lauryn Hill","Ex-Factor","Rap",80,278
1999,7,22,21,"Eric Benet","Spend My Life With You","R&B",144,275
1998,12,21,21,"Dru Hill","These Are The Times","Rock",110,248
1999,7,20,21,"Phil Collins","You'll Be In My Heart","Rock",96,256
1999,10,16,21,"Sole","4, 5, 6","Rap",80,220
1998,12,20,22,"R. Kelly","When A Woman's Fed Up","Rock",76,279
1999,4,28,23,"Shania Twain","Man! I Feel Like A Woman!","Country",125,233
1999,9,15,23,"Warren G","I Want It All","Rap",93,252
1998,12,28,24,"Matchbox 20","Back 2 Good","Rock",89,340
1999,8,20,24,"Martina McBride","I Love You","Country",106,175
1999,5,20,25,"Citizen King","Better Days (And The Bottom Drops Out)","Rock",95,218
1999,9,19,25,"Backstreet Boys, The","Larger Than Life","Rock",108,235
1999,10,13,25,"Will Smith","Will 2K","Rap",118,234
1999,2,20,26,"Vengaboys","We Like To Party","Rock",135,224
1999,7,20,26,"Q-Tip","Vivrant Thing","Rap",99,192
1999,9,16,26,"Eve","Gotta Man","Rap",92,349
1998,10,19,26,"Ice Cube","Pushin' Weight","Rap",91,278
1999,2,21,27,"Kenny Chesney","How Forever Feels","Country",124,187
1999,4,20,27,"George Strait","Write This Down","Country",123,221
1999,5,16,27,"R. Kelly","Did You Ever Think","Rock",95,260
1999,10,16,27,"Marc Nelson","15 Minutes","R&B",116,282
1999,8,20,28,"Tim McGraw","Something Like That","Country",85,178
1999,6,20,28,"Jo Dee Messina","Lesson In Leavin'","Country",80,219
1999,3,20,28,"Andy Griggs","You Won't Ever Be Lonely","Country",91,210
1999,6,20,28,"Jay-Z","Jigga My Nigga","Rap",84,323
1999,3,14,28,"Mya","My First Night With You","Rock",139,266
1999,5,20,29,"Alabama","God Must Have Spent A Little More Time On You","Country",84,198
1999,7,20,29,"Eve","What Ya Want","Rap",91,245
1999,3,10,29,"Elton John","Written In The Stars","Country",121,258
1999,4,9,29,"Divine","One More Try","Rock",123,250
1999,11,20,30,"Mint Condition","If You Love Me","Rock",118,253
1999,4,20,30,"Steve Wariner","Two Teardrops","Country",121,269
1999,10,20,30,"Brad Paisley","He Didn't Have To Be","Country",145,282
1999,10,20,31,"Clint Black","When I Said I Do","Country",139,242
1999,9,20,32,"Sixpence None The Richer","There She Goes","Rock",120,162
1998,12,19,32,"2 Pac","Changes","Rap",111,269
1999,1,9,32,"Boyz II Men","I Will Get There","R&B",109,257
1999,9,20,33,"Destiny's Child","Bug A Boo","Rock",104,211
1999,10,20,33,"Ol' Dirty Bastard","Got Your Money","Rap",105,240
1999,6,20,33,"Blessid Union Of Souls","Hey Leonardo (She Likes Me For Me)","Rock",103,208
1998,12,19,33,"John Michael Montgomery","Hold On To Me","Country",82,250
1999,7,20,34,"Kenny Chesney","You Had Me From Hello","Country",137,231
1998,12,20,34,"Jo Dee Messina","Stand Beside Me","Country",99,221
1999,3,20,34,"Mark Wills","Wish You Were Here","Country",138,242
1999,1,20,34,"Dixie Chicks, The","You Were Mine","Country",70,217
1999,4,20,35,"Ja Rule","Holla Holla","Rap",92,270
1999,6,18,35,"Lauryn Hill","Everything Is Everything","Rap",94,296
1998,12,12,35,"Brian McKnight","Hold Me","Rock",99,240
1999,2,10,36,"Eminem","My Name Is","Rap",85,269
1998,12,20,36,"Diamond Rio","Unbelievable","Country",79,143
1999,9,19,36,"B.G.","Bling Bling","Rap",98,310
1998,12,20,36,"New Radicals","You Get What You Give","Rock",113,302
1999,5,20,36,"Chely Wright","Single White Female","Country",89,197
1999,3,20,36,"Fatboy Slim","Praise You","Pop",109,323
1998,12,9,36,"Martina McBride","Wrong Again","Country",70,195
1999,5,20,37,"Martina McBride","Whatever You Say","Country",76,240
1998,12,19,37,"Sara Evans","No Place That Far","Country",133,218
1999,3,20,37,"Collin Raye","Anyone Else","Country",121,227
1999,6,20,37,"Edwin McCain","I Could Not Ask For More","Rock",134,240
1998,12,15,37,"Tim McGraw","For A Little While","Country",99,213
1999,1,12,38,"George Strait","Meanwhile","Country",123,210
1999,5,20,38,"Joe Diffie","A Night To Remember","Country",75,213
1999,2,20,38,"Lee Ann Womack","I'll Think Of A Reason Later","Country",141,217
1999,7,18,39,"Dixie Chicks, The","Ready To Run","Country",98,232
1999,2,14,39,"Roots, The","You Got Me","Rap",81,268
1999,2,17,39,"Chad Brock","Ordinary Life","Country",125,237
1999,4,17,39,"Dave Hollister","My Favorite Girl","Rock",120,333
1999,7,17,39,"Alan Jackson","Little Man","Country",119,267
1999,1,1,40,"Prince","**1999**","Rock",118,382
1999,4,19,41,"Lila McCann","With You","Country",127,211
1999,9,20,41,"Mandy Moore","Candy","Pop",100,234
1998,12,14,41,"Blackhawk","There You Have It","Country",113,193
1999,9,14,42,"Steve Wariner","I'm Already Taken","Country",137,199
1999,4,14,42,"Total","Sitting Home","Rap",95,259
1998,12,14,42,"Randy Travis","Spirit Of A Boy, Wisdom Of A Man","Country",72,230
1999,5,20,43,"Shedaisy","Little Good-Byes","Country",83,200
1999,3,13,43,"Alan Jackson","Gone Crazy","Country",76,229
1998,12,12,43,"Alan Jackson","Right On The Money","Country",113,229
1999,7,14,44,"Mary J. Blige","All That I Can Say","Rock",95,330
1999,2,14,44,"Sawyer Brown","Drive Me Wild","Country",128,214
1998,12,12,44,"Barenaked Ladies","It's All Been Done","Rock",131,206
1999,10,20,45,"John Michael Montgomery","Home To You","Country",90,207
1999,9,16,45,"George Strait","What Do You Say To That","Country",93,175
1999,6,18,45,"Ricky Martin","The Cup Of Life","Latin",126,273
1999,3,7,45,"Baz Luhrmann","Everybody's Free (To Wear Sunscreen) The Speech Song","R&B",89,429
1999,7,19,46,"Montgomery Gentry","Lonely And Gone","Country",81,198
1999,6,18,46,"Faith Hill","The Secret Of Life","Rap",117,252
1999,1,17,46,"Billy Ray Cyrus","Busy Man","Country",81,197
1999,5,16,46,"Dixie Chicks, The","Tonight The Heartache's On Me","Country",120,205
1999,3,11,47,"BLACKstreet","Girlfriend-Boyfriend","Rock",103,242
1999,3,14,47,"Ty Herndon","Hands Of A Working Man","Country",89,228
1999,7,21,49,"Lenny Kravitz","American Woman","Rock",84,230
1998,10,20,49,"Aaron Tippin","For You I Will","Country",107,207
1999,2,19,49,"Ginuwine","What's So Different?","Rock",78,237
1999,4,13,49,"Sheryl Crow","Anything But Down","Rock",121,258
1999,7,13,49,"Shania Twain","You've Got A Way","Country",131,204
2000,1,3,49,"98°","This Gift","Rock",86,246
1999,1,12,50,"Trisha Yearwood","Powerful Thing","Country",147,176
1999,9,11,51,"Melissa Etheridge","Angels Would Fall","Rock",104,250
1999,4,20,51,"Lit","My Own Worst Enemy","Rock",103,169
1999,2,11,51,"Brooks & Dunn","I Can't Get Over You","Country",NA,230
1998,12,13,52,"Reba","Wrong Night","Country",78,171
1999,8,13,52,"Jay-Z","Girl's Best Friend","Rap",132,240
1999,3,13,52,"Garbage","Special","Rock",131,215
1998,12,16,53,"Offspring, The","Pretty Fly (For A White Guy)","Rock",144,191
1998,12,15,53,"Wilkinsons, The","Fly (The Angel Song)","Country",NA,209
1999,5,10,54,"Reba","One Honest Heart","Country",95,233
1999,9,6,54,"Joey McIntyre","I Love You Came Too Late","Rock",98,194
1999,9,20,55,"Yankee Grey","All Things Considered","Country",70,160
1998,12,17,55,"OutKast","Rosa Parks","Rap",NA,324
1999,3,14,55,"Eric Benet","Georgy Porgy","R&B",96,280
1999,6,13,56,"Tyrese","Lately","R&B",130,250
1999,2,20,56,"Orgy","Blue Monday","Rock",129,269
1999,4,12,56,"Trina","What'd You Come Here For?","Rock",102,244
1999,5,12,57,"Cher","Strong Enough","Rock",125,224
1999,10,10,58,"Shania Twain","Come On Over","Country",76,175
1999,7,20,58,"Blink-182","What's My Age Again?","Rock",78,148
1999,2,6,58,"Alanis Morissette","Unsent","Rock",89,249
1999,4,6,59,"Jewel","Down So Long","Rock",78,256
1999,1,9,59,"TLC","Silly Ho","Rock",145,256
1999,2,8,59,"Jennifer Love Hewitt","How Do I Deal","Pop",94,203
1999,3,17,60,"K-Ci & JoJo","Life","Rock",53,213
1999,9,10,60,"Mark Wills","She's In Love","Country",NA,282
1999,12,3,61,"SheDaisy (REMOVE)","Deck The Halls","Country",118,226
1999,3,20,62,"Trick Daddy","Nann","Rap",149,210
1999,8,13,62,"Silk","Meeting In My Bedroom","Rock",NA,263
1999,1,12,62,"Snoop Dogg","Woof","Rap",NA,262
1999,3,11,62,"Montgomery Gentry","Hillbilly Shoes","Country",115,193
1999,10,13,63,"Prince","The Greatest Romance Ever Sold","Rock",89,270
1999,10,10,65,"Andy Griggs","I'll Go Crazy","Country",110,183
1999,8,12,65,"Trisha Yearwood","I'll Still Love You More","Country",74,265
1999,6,13,65,"Brad Paisley","Who Needs Pictures","Country",145,223
1999,6,8,67,"B*Witched","Rollercoaster","Pop",106,200
1999,4,12,67,"N'Sync","I Drive Myself Crazy","Rock",87,240
1999,10,20,67,"Bush","The Chemicals Between Us","Rock",97,217
1999,4,8,67,"Raphael Saadiq","Get Involved","R&B",97,197
1999,3,8,68,"Faith Hill","Love Ain't Like That","Rap",73,230
1999,10,20,69,"Rage Against The Machine","Guerrilla Radio","Rock",103,205
1999,2,8,69,"Alabama","Keepin' Up","Country",NA,175
1999,4,8,69,"Terri Clark","Everytime I Cry","Country",111,229
1999,2,20,70,"Creed","One","Rock",92,302
1999,8,12,70,"Lil' Troy","Wanna Be A Baller","Rap",92,220
1998,12,17,70,"Everclear","Father Of Mine","Rock",97,234
1999,7,12,70,"Coko","Sunshine","R&B",95,245
1999,5,6,70,"Deborah Cox","It's Over Now","Rock",NA,240
1999,6,6,71,"John Michael Montgomery","Hello L.O.V.E","Country",93,145
1999,10,13,71,"Chico DeBarge","Give You What You Want (Fa Sure)","Rock",132,276
1999,8,10,71,"Youngstown","I'll Be Your Everything","Rock",106,216
1999,8,11,72,"Lee Ann Womack","(Now You See Me) Now You Don't","Country",103,158
1998,12,14,72,"Brandy","Angel In Disguise","Rock",140,288
1999,6,4,72,"Robbie Williams","Millennium","Rock",107,247
1999,3,20,73,"Collective Soul","Heavy","Rock",106,176
1999,1,10,73,"Cool Breeze","Watch For The Hook","Rap",96,233
1999,4,15,74,"Offspring, The","Why Don't You Get A Job?","Rock",107,172
1999,11,12,74,"Kenny Chesney","She Thinks My Tractor's Sexy","Country",122,248
1999,6,6,74,"Clay Walker","She's Always Right","Country",95,204
1999,2,16,75,"Dave Matthews Band","Crush","Rock",103,252
1999,10,3,75,"Brooks & Dunn","Missing You","Country",103,220
1999,3,7,76,"Collective Soul","Run","Rock",NA,275
1999,10,9,77,"Snoop Dogg","B-Please","Rap",95,230
1999,10,10,78,"Live","The Dolphin's Cry","Rock",126,264
1998,12,17,78,"Cake","Never There","R&B",125,164
1999,3,4,78,"Better Than Ezra","At The Stars","Rock",79,223
1999,7,9,79,"Donna Summer","I Will Go With You (Con Te Partiro)","Rock",130,238
1999,9,12,79,"Dru Hill","Beauty","Rock",119,266
1999,10,6,79,"Brandy","U Don't Know Me (Like U Used To)","Rock",94,240
1999,7,11,80,"Limp Bizkit","Nookie","Rock",NA,267
1999,5,4,81,"Randy Travis","Stranger In My Mirror","Country",139,194
1999,2,3,81,"Hole","Malibu","R&B",122,230
1999,12,7,82,"Notorious B.I.G., The","Notorious B.I.G.","Rap",101,191
1999,10,5,82,"Kid Rock","Cowboy","Rock",83,257
1999,6,7,82,"Shane Minor","Slave To The Habit","Country",116,183
1999,4,6,82,"Blondie","Maria","Rock",NA,288
1999,11,4,82,"Randy Travis","A Man Ain't Made Of Stone","Country",138,212
1999,10,12,83,"Ty Herndon","Steam","Country",101,214
2000,1,1,83,"Mariah Carey","All I Want For Christmas Is You","R&B",75,240
1999,8,6,84,"Vengaboys","Boom, Boom, Boom, Boom","Rock",138,206
1999,6,10,84,"Dru Hill","You Are Everything","Rock",NA,224
1999,5,3,84,"Jay-Z","Jigga What?","Rap",100,242
1999,6,12,84,"Beatnuts, The","Watch Out Now","Rap",99,174
1999,7,7,85,"Mary Chapin Carpenter","Almost Home","Country",99,223
1999,8,12,86,"Chad Brock","Lightning Does The Work","Country",98,218
1999,4,2,86,"Five","Slam Dunk","Rock",100,215
1999,5,5,86,"Sammy Kershaw","Maybe Not Tonight","Country",132,248
1999,3,4,86,"Nas","NAS Is Like","Rap",94,239
1999,5,3,87,"Aaron Tippin","I'm Leaving","Country",76,205
1999,7,16,88,"Tanto Metro & Devonte","Everyone Falls In Love","R&B",95,237
1999,1,9,88,"Shae Jones","Talk Show Shhh!","R&B",NA,274
1999,1,7,88,"Deryl Dodd","A Bitter End","Country",138,219
1999,7,10,89,"Sherrié Austin","Never Been Kissed","Country",87,216
1999,5,6,90,"Missy ""Misdemeanor"" Elliott","She's A Bitch","Rap",111,206
1999,5,16,90,"T.W.D.Y.","Players Holiday","Rap",91,309
1999,1,6,91,"Foxy Brown","Hot Spot","Rap",92,237
1999,9,2,91,"Tori Amos","Bliss","Rock",114,219
1999,11,6,92,"Nas","Nastradamus","Rap",93,253
1999,11,5,93,"Dr. Dre","Still Dre","Rap",93,274
1999,5,2,93,"Madonna","Nothing Really Matters","Rock",116,264
1999,2,4,94,"DMX","Ruff Ryders' Anthem","Rap",91,212
1999,7,4,96,"Mercedes","It's Your Thing","R&B",128,240
1999,4,4,96,"Patty Loveless","Can't Get Enough","Country",127,174
1999,10,5,97,"Pharoahe Monch","Simon Says","Rap",113,174
1999,5,3,99,"Mulberry Lane","Harmless","Pop",90,227
1999,6,2,99,"Cam'ron","Let Me Know","Rap",100,243
1999,1,2,100,"Tevin Campbell","Another Way","Rock",79,240
1998,5,27,1,"Brandy & Monica","The Boy Is Mine","Rock",92,240
1998,12,18,1,"R. Kelly","I'm Your Angel","Rock",112,331
1998,2,53,1,"Next","Too Close","Rock",99,247
1998,8,23,1,"Monica","The First Night","Rock",76,233
1998,9,20,1,"Aerosmith","I Don't Want To Miss A Thing","Rock",120,298
1998,3,36,1,"K-Ci & JoJo","All My Life","Rock",127,329
1998,2,32,1,"Will Smith","Gettin' Jiggy Wit It","Rap",107,230
1997,12,52,1,"Savage Garden","Truly Madly Deeply","Rock",84,279
1997,12,46,1,"Janet","Together Again","Rock",123,247
1998,1,23,1,"Usher","Nice & Slow","Rock",121,228
1998,11,21,1,"Lauryn Hill","Doo Wop (That Thing)","Rap",99,238
1998,2,20,1,"Celine Dion","My Heart Will Go On","Rock",99,276
1998,9,27,1,"Divine","Lately","Rock",132,255
1998,5,20,1,"Mariah Carey","My All","Rock",108,228
1998,10,20,1,"Barenaked Ladies","One Week","Rock",112,170
1998,2,42,2,"Shania Twain","You're Still The One","Country",134,211
1998,10,29,2,"Deborah Cox","Nobody's Supposed To Be Here","Rock",127,259
1998,6,24,2,"Usher","My Way","Rock",90,213
1998,3,21,2,"Montell Jordan","Let's Ride","Rap",122,246
1997,12,6,2,"Puff Daddy","It's All About The Benjamin's","Rap",89,282
1998,3,20,2,"Madonna","Frozen","Rock",107,369
1998,7,25,3,"Jennifer Paige","Crush","Rock",115,199
1998,10,20,3,"Dru Hill","How Deep Is Your Love","Rock",95,224
1998,10,20,3,"98°","Because Of You","Rock",104,233
1998,5,27,3,"Sarah McLachlan","Adia","Rock",76,238
1997,11,35,3,"Destiny's Child","No, No, No Part II","Rock",90,210
1998,5,20,3,"Janet","I Get Lonely","Rock",125,252
1998,4,22,4,"Backstreet Boys, The","Everybody (Backstreet's Back)","Rock",108,224
1998,12,14,4,"Shania Twain","From This Moment On","Country",136,241
1998,6,20,4,"Puff Daddy","Come With Me","Rap",81,360
1998,7,19,4,"All Saints","Never Ever","Rock",134,282
1998,1,15,4,"Puff Daddy","Been Around The World","Rap",99,240
1998,6,23,5,"Nicole","Make It Hot","Rock",84,244
1998,9,24,5,"Edwin McCain","I'll Be","Rock",137,264
1998,2,22,5,"Public Announcement","Body Bumpin' Yippie-Yi-Yo","Rock",122,267
1998,7,20,5,"Madonna","Ray Of Light","Rock",127,315
1997,11,28,6,"Uncle Sam","I Don't Ever Want To See You Again","Rap",126,272
1998,3,20,6,"Mya","It's All About Me","Rock",137,258
1998,8,17,6,"Tatyana Ali","Daydreamin'","Rock",96,238
1998,2,20,6,"Sylk-E Fyne","Romeo And Juliet","Rap",76,272
1998,1,24,6,"Mase","What You Want","Rap",93,238
1998,8,16,6,"Inoj","Time After Time","Rock",131,247
1997,12,20,6,"K.P. and Envyi","Swing My Way","Rap",139,248
1998,3,48,7,"Faith Hill","This Kiss","Rap",93,190
1997,12,20,7,"Boyz II Men","A Song For Mama","R&B",75,300
1998,11,20,7,"Faith Evans","Love Like This","Rock",100,272
1998,5,20,7,"Xscape","The Arms Of The One Who Loves You","Rap",115,258
1998,2,20,7,"Wyclef Jean","Gone Till November","Rap",85,211
1998,5,15,7,"Jon B.","They Don't Know","R&B",125,266
1998,4,28,8,"Marcy Playground","Sex And Candy","Rock",80,168
1998,7,19,8,"Mase","Lookin' At Me","Rap",94,254
1997,11,28,9,"Lord Tariq & Peter Gunz","Deja Vu (Uptown Baby)","Rap",96,283
1998,1,19,9,"Busta Rhymes","Dangerous","Rap",103,216
1998,10,14,9,"Xscape","My Little Secret","Rap",129,269
1997,12,52,9,"Third Eye Blind","How's It Going To Be","Rock",80,250
1998,8,26,9,"Monifah","Touch It","Rock",115,237
1998,12,14,9,"Goo Goo Dolls","Iris","Rock",77,216
1998,2,20,9,"Spice Girls, The","Too Much","Rock",120,229
1998,6,26,10,"Five","When The Lights Go Out","Rock",104,240
1998,7,20,10,"Ace Of Base","Cruel Summer","Rock",109,210
1998,4,31,10,"Voices Of Theory","Say It","Rock",74,236
1998,5,20,10,"Busta Rhymes","Turn It Up (Remix)/Fire It Up'","Rap",105,234
1998,12,11,11,"Spice Girls, The","Goodbye","Rock",136,284
1997,11,56,11,"Paula Cole","I Don't Want To Wait","Rock",88,247
1998,10,19,11,"Madonna","The Power Of Good-bye","Rock",85,250
1998,10,16,12,"TQ","Westside","R&B",84,300
1998,10,15,12,"Keith Sweat","Come And Get With Me","Rock",92,291
1998,7,20,12,"Kelly Price","Friend Of Mine","Rock",119,254
1998,3,20,12,"Verve, The","Bittersweet Symphony","Rock",85,358
1998,3,24,13,"N'Sync","I Want You Back","Rock",112,200
1997,12,20,13,"Dru Hill","We're Not Making Love No More","Rock",113,290
1998,2,18,13,"Jimmy Ray","Are You Jimmy Ray?","Rock",99,200
1998,8,20,14,"Next","I Still Love You","Rock",65,238
1998,8,16,14,"Montell Jordan","I Can Do That","Rap",128,222
1997,11,31,15,"Billie Myers","Kiss The Rain","Rock",89,270
1998,6,21,15,"Pras Michel","Ghetto Supastar (That Is What You Are)","Rap",99,266
1998,1,27,16,"Master P","Make Em' Say Uhh!","Rap",84,303
1998,4,20,16,"Master P","I Got The Hook Up!","Rap",78,257
1998,6,19,16,"Spice Girls, The","Stop","Rock",130,202
1998,10,16,17,"112","Love Me","R&B",90,255
1997,11,22,17,"Lisa Loeb","I Do","Rock",110,218
1998,4,20,17,"Lox, The","Money, Power & Respect","Rap",95,312
1998,12,11,17,"Alanis Morissette","Thank U","Rock",121,260
1998,7,18,18,"Nate Dogg","Nobody Does It Better","Rap",92,266
1998,4,24,18,"LeAnn Rimes","Looking Through Your Eyes","Country",79,243
1998,3,20,18,"Loreena McKennitt","The Mummer's Dance","Other",119,240
1998,1,16,18,"LL Cool J","Father","Rap",98,285
1998,9,13,19,"Snoop Dogg","Still A G Thang","Rap",91,237
1998,3,20,19,"Puff Daddy","Victory","Rap",92,280
1998,12,10,20,"Sheryl Crow","My Favorite Mistake","Rock",104,246
1998,10,11,20,"Will Smith","Just The Two Of Us","Rap",94,250
1998,3,18,21,"2 Pac","Do For Love","Rap",95,276
1998,12,8,21,"Aaliyah","Are You That Somebody?","Rock",137,250
1998,1,16,21,"Pearl Jam","Given To Fly","Rock",104,237
1998,8,16,23,"Jagged Edge","Gotta Be","Rock",109,210
1997,12,17,23,"Aqua","Lollipop (Candyman)","Rock",138,212
1998,6,23,24,"Big Punisher","Still Not A Player","Rap",94,236
1998,7,13,24,"Savage Garden","To The Moon And Back","Rock",104,269
1998,3,14,25,"SWV","Rain","Rock",138,263
1998,2,20,25,"Inoj","Love You Down","Rock",134,258
1998,10,16,26,"Aaron Hall","All The Places (I Will Kiss You)","Rock",136,308
1998,3,20,26,"Luke","Raise The Roof","Rap",71,210
1998,7,19,26,"Cleopatra","Cleopatra's Theme","Rock",103,228
1998,3,18,26,"Aretha Franklin","A Rose Is Still A Rose","Rock",87,238
1997,12,18,26,"Notorious B.I.G., The","Going Back To Cali","Rap",98,231
1997,10,24,27,"Nu Flavor","Heaven","Rock",97,246
1998,9,14,27,"Pressha","Splackavellie","Rock",129,240
1998,5,20,27,"Gloria Estefan","Heaven's What I Feel","Rock",131,273
1998,2,13,27,"Aerosmith","Pink","Rock",85,230
1998,8,18,28,"Beastie Boys","Intergalactic","Rap",106,225
1998,12,14,28,"Eve 6","Inside Out","Rock",87,217
1998,4,15,28,"Canibus","Second Round K.O.","Rap",141,241
1998,2,15,28,"Queen Pen","All My Love","Rap",103,205
1998,2,14,28,"Sarah McLachlan","Sweet Surrender","Rock",113,234
1998,3,19,29,"JD","The Party Continues","Rap",101,240
1998,1,16,29,"Jon B.","Are U Still Down","R&B",91,273
1998,7,20,30,"Tamia","So Into You","Rock",91,257
1998,2,13,30,"Lox, The","If You Think I'm Jiggy","Rap",98,224
1998,7,16,31,"69 Boyz","Woof Woof","Rap",135,250
1998,2,13,31,"Ol Skool","Am I Dreaming","Rock",123,249
1998,12,10,33,"Faith Hill","Let Me Let Go","Rap",80,245
1998,8,20,34,"Mya","Movin' On","Rock",89,268
1998,12,2,35,"Backstreet Boys, The","I'll Never Break Your Heart","Rock",81,288
1998,8,15,36,"Tyrese","Nobody Else","R&B",91,230
1998,1,18,36,"All Saints","I Know Where It's At","Rock",97,240
1998,9,13,36,"Noreaga","Superthug","Rap",95,297
1998,10,16,36,"Voices Of Theory","Wherever You Go","Rock",107,247
1998,12,9,36,"Brooks & Dunn","Husbands And Wives","Country",105,190
1998,5,16,36,"Dixie Chicks, The","There's Your Trouble","Country",126,187
1997,12,20,37,"Alana Davis","32 Flavors","R&B",94,222
1998,11,14,37,"Collin Raye","Someone You Used To Know","Country",98,223
